runtag1         	runtag2         	topic	unweighted_recall weighted_recall precision
PrisTTG2014e    	UDInfoMMRA      	all 	      0.3908	      0.6174	    0.1981
PrisTTG2014e    	UDInfoMMRWC5    	all 	      0.3972	      0.6201	    0.1997
PrisTTG2014e    	UDInfoMMRWCA    	all 	      0.3947	      0.6142	    0.1996
PrisTTG2014e    	wistudt2bcd     	all 	      0.3875	      0.6123	    0.1890
PrisTTG2014e    	wistudt2bd      	all 	      0.3974	      0.6202	    0.1874
PrisTTG2014e    	wistudt2qcd     	all 	      0.3888	      0.6132	    0.1868
PrisTTG2014e    	wistudt2qd      	all 	      0.3943	      0.6169	    0.1787
QUQEd10t15TTgCL 	QUQEd5t25TTgBL  	all 	      0.4034	      0.5915	    0.2326
QUQEd10t15TTgCL 	QUTmpDecayTTgCL 	all 	      0.4157	      0.6025	    0.2771
QUQEd10t15TTgCL 	QUTqrmTTgBL     	all 	      0.4289	      0.6232	    0.2237
QUQEd10t15TTgCL 	SCIAI124aTTG    	all 	      0.3394	      0.5406	    0.3018
QUQEd10t15TTgCL 	SCIAI14aTTG     	all 	      0.3391	      0.5404	    0.3014
QUQEd10t15TTgCL 	SCIAI3am14aTTG  	all 	      0.3357	      0.5394	    0.3002
QUQEd10t15TTgCL 	SCIAI3cm4aTTG   	all 	      0.3351	      0.5412	    0.2991
QUQEd10t15TTgCL 	SM100           	all 	      0.3803	      0.5784	    0.2886
QUQEd10t15TTgCL 	SM50            	all 	      0.3584	      0.5643	    0.2983
QUQEd10t15TTgCL 	SR              	all 	      0.3405	      0.5450	    0.2934
QUQEd10t15TTgCL 	SRTD            	all 	      0.3430	      0.5536	    0.2925
QUQEd10t15TTgCL 	SRTL            	all 	      0.3462	      0.5576	    0.2916
QUQEd10t15TTgCL 	Standard        	all 	      0.3447	      0.5519	    0.2869
QUQEd10t15TTgCL 	TTGPKUICST1     	all 	      0.5647	      0.7295	    0.2422
QUQEd10t15TTgCL 	TTGPKUICST2     	all 	      0.4507	      0.6476	    0.2904
QUQEd10t15TTgCL 	TTGPKUICST3     	all 	      0.5538	      0.7092	    0.2679
QUQEd10t15TTgCL 	TTGPKUICST4     	all 	      0.5874	      0.7205	    0.2670
QUQEd10t15TTgCL 	udelRunTTG1     	all 	      0.4070	      0.6029	    0.2589
QUQEd10t15TTgCL 	udelRunTTG2     	all 	      0.4074	      0.6011	    0.2586
QUQEd10t15TTgCL 	udelRunTTG3     	all 	      0.4015	      0.5968	    0.2573
QUQEd10t15TTgCL 	udelRunTTG4     	all 	      0.3994	      0.5945	    0.2580
QUQEd10t15TTgCL 	UDInfoMMR5      	all 	      0.3384	      0.5415	    0.2987
QUQEd10t15TTgCL 	UDInfoMMRA      	all 	      0.3350	      0.5404	    0.3001
QUQEd10t15TTgCL 	UDInfoMMRWC5    	all 	      0.3411	      0.5448	    0.3014
QUQEd10t15TTgCL 	UDInfoMMRWCA    	all 	      0.3401	      0.5399	    0.3028
QUQEd10t15TTgCL 	wistudt2bcd     	all 	      0.3443	      0.5617	    0.2686
QUQEd10t15TTgCL 	wistudt2bd      	all 	      0.3552	      0.5686	    0.2595
QUQEd10t15TTgCL 	wistudt2qcd     	all 	      0.3392	      0.5531	    0.2636
QUQEd10t15TTgCL 	wistudt2qd      	all 	      0.3459	      0.5578	    0.2399
QUQEd5t25TTgBL  	QUTmpDecayTTgCL 	all 	      0.4536	      0.6286	    0.2378
QUQEd5t25TTgBL  	QUTqrmTTgBL     	all 	      0.4455	      0.6343	    0.2198
QUQEd5t25TTgBL  	SCIAI124aTTG    	all 	      0.3849	      0.5722	    0.2429
QUQEd5t25TTgBL  	SCIAI14aTTG     	all 	      0.3845	      0.5720	    0.2428
QUQEd5t25TTgBL  	SCIAI3am14aTTG  	all 	      0.3860	      0.5737	    0.2429
QUQEd5t25TTgBL  	SCIAI3cm4aTTG   	all 	      0.3846	      0.5736	    0.2420
QUQEd5t25TTgBL  	SM100           	all 	      0.4188	      0.6078	    0.2366
QUQEd5t25TTgBL  	SM50            	all 	      0.3986	      0.5917	    0.2418
QUQEd5t25TTgBL  	SR              	all 	      0.3879	      0.5765	    0.2432
QUQEd5t25TTgBL  	SRTD            	all 	      0.3900	      0.5833	    0.2436
QUQEd5t25TTgBL  	SRTL            	all 	      0.3940	      0.5867	    0.2440
QUQEd5t25TTgBL  	Standard        	all 	      0.3919	      0.5850	    0.2419
QUQEd5t25TTgBL  	TTGPKUICST1     	all 	      0.5792	      0.7394	    0.2206
QUQEd5t25TTgBL  	TTGPKUICST2     	all 	      0.4789	      0.6658	    0.2501
QUQEd5t25TTgBL  	TTGPKUICST3     	all 	      0.5712	      0.7195	    0.2446
QUQEd5t25TTgBL  	TTGPKUICST4     	all 	      0.6071	      0.7317	    0.2419
QUQEd5t25TTgBL  	udelRunTTG1     	all 	      0.4488	      0.6300	    0.2269
QUQEd5t25TTgBL  	udelRunTTG2     	all 	      0.4495	      0.6301	    0.2272
QUQEd5t25TTgBL  	udelRunTTG3     	all 	      0.4457	      0.6261	    0.2262
QUQEd5t25TTgBL  	udelRunTTG4     	all 	      0.4443	      0.6260	    0.2272
QUQEd5t25TTgBL  	UDInfoMMR5      	all 	      0.3863	      0.5747	    0.2425
QUQEd5t25TTgBL  	UDInfoMMRA      	all 	      0.3860	      0.5747	    0.2425
QUQEd5t25TTgBL  	UDInfoMMRWC5    	all 	      0.3880	      0.5757	    0.2434
QUQEd5t25TTgBL  	UDInfoMMRWCA    	all 	      0.3876	      0.5713	    0.2438
QUQEd5t25TTgBL  	wistudt2bcd     	all 	      0.3921	      0.5903	    0.2279
QUQEd5t25TTgBL  	wistudt2bd      	all 	      0.3983	      0.5960	    0.2234
QUQEd5t25TTgBL  	wistudt2qcd     	all 	      0.3872	      0.5821	    0.2237
QUQEd5t25TTgBL  	wistudt2qd      	all 	      0.3906	      0.5867	    0.2096
QUTmpDecayTTgCL 	QUTqrmTTgBL     	all 	      0.4630	      0.6518	    0.2350
QUTmpDecayTTgCL 	SCIAI124aTTG    	all 	      0.3369	      0.5237	    0.3206
QUTmpDecayTTgCL 	SCIAI14aTTG     	all 	      0.3369	      0.5237	    0.3206
QUTmpDecayTTgCL 	SCIAI3am14aTTG  	all 	      0.3395	      0.5328	    0.3198
QUTmpDecayTTgCL 	SCIAI3cm4aTTG   	all 	      0.3399	      0.5395	    0.3182
QUTmpDecayTTgCL 	SM100           	all 	      0.3792	      0.5642	    0.3021
QUTmpDecayTTgCL 	SM50            	all 	      0.3594	      0.5505	    0.3125
QUTmpDecayTTgCL 	SR              	all 	      0.3418	      0.5346	    0.3079
QUTmpDecayTTgCL 	SRTD            	all 	      0.3440	      0.5435	    0.3044
QUTmpDecayTTgCL 	SRTL            	all 	      0.3446	      0.5418	    0.3015
QUTmpDecayTTgCL 	Standard        	all 	      0.3453	      0.5411	    0.2982
QUTmpDecayTTgCL 	TTGPKUICST1     	all 	      0.5763	      0.7356	    0.2486
QUTmpDecayTTgCL 	TTGPKUICST2     	all 	      0.4754	      0.6665	    0.2963
QUTmpDecayTTgCL 	TTGPKUICST3     	all 	      0.5595	      0.7124	    0.2679
QUTmpDecayTTgCL 	TTGPKUICST4     	all 	      0.5946	      0.7249	    0.2655
QUTmpDecayTTgCL 	udelRunTTG1     	all 	      0.3941	      0.5839	    0.2669
QUTmpDecayTTgCL 	udelRunTTG2     	all 	      0.3946	      0.5801	    0.2671
QUTmpDecayTTgCL 	udelRunTTG3     	all 	      0.3879	      0.5764	    0.2687
QUTmpDecayTTgCL 	udelRunTTG4     	all 	      0.3838	      0.5728	    0.2702
QUTmpDecayTTgCL 	UDInfoMMR5      	all 	      0.3351	      0.5251	    0.3163
QUTmpDecayTTgCL 	UDInfoMMRA      	all 	      0.3338	      0.5240	    0.3170
QUTmpDecayTTgCL 	UDInfoMMRWC5    	all 	      0.3362	      0.5281	    0.3188
QUTmpDecayTTgCL 	UDInfoMMRWCA    	all 	      0.3342	      0.5225	    0.3197
QUTmpDecayTTgCL 	wistudt2bcd     	all 	      0.3389	      0.5418	    0.2819
QUTmpDecayTTgCL 	wistudt2bd      	all 	      0.3435	      0.5427	    0.2725
QUTmpDecayTTgCL 	wistudt2qcd     	all 	      0.3417	      0.5472	    0.2840
QUTmpDecayTTgCL 	wistudt2qd      	all 	      0.3460	      0.5505	    0.2595
QUTqrmTTgBL     	SCIAI124aTTG    	all 	      0.3826	      0.5851	    0.2380
QUTqrmTTgBL     	SCIAI14aTTG     	all 	      0.3823	      0.5849	    0.2378
QUTqrmTTgBL     	SCIAI3am14aTTG  	all 	      0.3833	      0.5848	    0.2374
QUTqrmTTgBL     	SCIAI3cm4aTTG   	all 	      0.3806	      0.5840	    0.2361
QUTqrmTTgBL     	SM100           	all 	      0.4302	      0.6305	    0.2317
QUTqrmTTgBL     	SM50            	all 	      0.4026	      0.6089	    0.2372
QUTqrmTTgBL     	SR              	all 	      0.3837	      0.5866	    0.2393
QUTqrmTTgBL     	SRTD            	all 	      0.3861	      0.5939	    0.2394
QUTqrmTTgBL     	SRTL            	all 	      0.3900	      0.5969	    0.2389
QUTqrmTTgBL     	Standard        	all 	      0.3871	      0.5901	    0.2373
QUTqrmTTgBL     	TTGPKUICST1     	all 	      0.5926	      0.7549	    0.2174
QUTqrmTTgBL     	TTGPKUICST2     	all 	      0.4890	      0.6867	    0.2500
QUTqrmTTgBL     	TTGPKUICST3     	all 	      0.5810	      0.7361	    0.2428
QUTqrmTTgBL     	TTGPKUICST4     	all 	      0.6159	      0.7486	    0.2399
QUTqrmTTgBL     	udelRunTTG1     	all 	      0.4476	      0.6371	    0.2215
QUTqrmTTgBL     	udelRunTTG2     	all 	      0.4482	      0.6374	    0.2217
QUTqrmTTgBL     	udelRunTTG3     	all 	      0.4448	      0.6340	    0.2215
QUTqrmTTgBL     	udelRunTTG4     	all 	      0.4433	      0.6336	    0.2224
QUTqrmTTgBL     	UDInfoMMR5      	all 	      0.3817	      0.5750	    0.2363
QUTqrmTTgBL     	UDInfoMMRA      	all 	      0.3801	      0.5742	    0.2360
QUTqrmTTgBL     	UDInfoMMRWC5    	all 	      0.3847	      0.5769	    0.2383
QUTqrmTTgBL     	UDInfoMMRWCA    	all 	      0.3833	      0.5712	    0.2384
QUTqrmTTgBL     	wistudt2bcd     	all 	      0.3848	      0.5923	    0.2209
QUTqrmTTgBL     	wistudt2bd      	all 	      0.3969	      0.6090	    0.2182
QUTqrmTTgBL     	wistudt2qcd     	all 	      0.3805	      0.5768	    0.2172
QUTqrmTTgBL     	wistudt2qd      	all 	      0.3860	      0.5832	    0.2028
SCIAI124aTTG    	SCIAI14aTTG     	all 	      0.0852	      0.1704	    0.5720
SCIAI124aTTG    	SCIAI3am14aTTG  	all 	      0.0973	      0.2000	    0.5250
SCIAI124aTTG    	SCIAI3cm4aTTG   	all 	      0.1078	      0.2516	    0.4823
SCIAI124aTTG    	SM100           	all 	      0.2365	      0.3883	    0.3770
SCIAI124aTTG    	SM50            	all 	      0.2007	      0.3606	    0.4323
SCIAI124aTTG    	SR              	all 	      0.1340	      0.3058	    0.4654
SCIAI124aTTG    	SRTD            	all 	      0.1417	      0.3243	    0.4500
SCIAI124aTTG    	SRTL            	all 	      0.1533	      0.3367	    0.4441
SCIAI124aTTG    	Standard        	all 	      0.1409	      0.3290	    0.4433
SCIAI124aTTG    	TTGPKUICST1     	all 	      0.5287	      0.7062	    0.2674
SCIAI124aTTG    	TTGPKUICST2     	all 	      0.3842	      0.6033	    0.4076
SCIAI124aTTG    	TTGPKUICST3     	all 	      0.4924	      0.6629	    0.3300
SCIAI124aTTG    	TTGPKUICST4     	all 	      0.5259	      0.6728	    0.3321
SCIAI124aTTG    	udelRunTTG1     	all 	      0.2371	      0.4209	    0.2894
SCIAI124aTTG    	udelRunTTG2     	all 	      0.2353	      0.4183	    0.2874
SCIAI124aTTG    	udelRunTTG3     	all 	      0.2331	      0.4140	    0.2892
SCIAI124aTTG    	udelRunTTG4     	all 	      0.2313	      0.4100	    0.2879
SCIAI124aTTG    	UDInfoMMR5      	all 	      0.1256	      0.2634	    0.4718
SCIAI124aTTG    	UDInfoMMRA      	all 	      0.1170	      0.2420	    0.4793
SCIAI124aTTG    	UDInfoMMRWC5    	all 	      0.1385	      0.2759	    0.5057
SCIAI124aTTG    	UDInfoMMRWCA    	all 	      0.1325	      0.2620	    0.5146
SCIAI124aTTG    	wistudt2bcd     	all 	      0.1300	      0.3149	    0.3083
SCIAI124aTTG    	wistudt2bd      	all 	      0.1610	      0.3476	    0.3024
SCIAI124aTTG    	wistudt2qcd     	all 	      0.1235	      0.2757	    0.2791
SCIAI124aTTG    	wistudt2qd      	all 	      0.1368	      0.2996	    0.2340
SCIAI14aTTG     	SCIAI3am14aTTG  	all 	      0.0978	      0.2015	    0.5274
SCIAI14aTTG     	SCIAI3cm4aTTG   	all 	      0.1088	      0.2536	    0.4856
SCIAI14aTTG     	SM100           	all 	      0.2371	      0.3888	    0.3798
SCIAI14aTTG     	SM50            	all 	      0.2013	      0.3611	    0.4350
SCIAI14aTTG     	SR              	all 	      0.1350	      0.3078	    0.4685
SCIAI14aTTG     	SRTD            	all 	      0.1427	      0.3262	    0.4529
SCIAI14aTTG     	SRTL            	all 	      0.1543	      0.3386	    0.4470
SCIAI14aTTG     	Standard        	all 	      0.1415	      0.3295	    0.4458
SCIAI14aTTG     	TTGPKUICST1     	all 	      0.5287	      0.7062	    0.2674
SCIAI14aTTG     	TTGPKUICST2     	all 	      0.3838	      0.6031	    0.4072
SCIAI14aTTG     	TTGPKUICST3     	all 	      0.4920	      0.6627	    0.3299
SCIAI14aTTG     	TTGPKUICST4     	all 	      0.5255	      0.6726	    0.3320
SCIAI14aTTG     	udelRunTTG1     	all 	      0.2372	      0.4209	    0.2893
SCIAI14aTTG     	udelRunTTG2     	all 	      0.2354	      0.4183	    0.2872
SCIAI14aTTG     	udelRunTTG3     	all 	      0.2332	      0.4140	    0.2890
SCIAI14aTTG     	udelRunTTG4     	all 	      0.2314	      0.4100	    0.2877
SCIAI14aTTG     	UDInfoMMR5      	all 	      0.1266	      0.2654	    0.4732
SCIAI14aTTG     	UDInfoMMRA      	all 	      0.1180	      0.2440	    0.4808
SCIAI14aTTG     	UDInfoMMRWC5    	all 	      0.1395	      0.2779	    0.5076
SCIAI14aTTG     	UDInfoMMRWCA    	all 	      0.1334	      0.2640	    0.5165
SCIAI14aTTG     	wistudt2bcd     	all 	      0.1301	      0.3149	    0.3087
SCIAI14aTTG     	wistudt2bd      	all 	      0.1616	      0.3481	    0.3032
SCIAI14aTTG     	wistudt2qcd     	all 	      0.1240	      0.2772	    0.2804
SCIAI14aTTG     	wistudt2qd      	all 	      0.1377	      0.3016	    0.2353
SCIAI3am14aTTG  	SCIAI3cm4aTTG   	all 	      0.0996	      0.2450	    0.4865
SCIAI3am14aTTG  	SM100           	all 	      0.2393	      0.4089	    0.3790
SCIAI3am14aTTG  	SM50            	all 	      0.2034	      0.3794	    0.4385
SCIAI3am14aTTG  	SR              	all 	      0.1320	      0.3145	    0.4648
SCIAI3am14aTTG  	SRTD            	all 	      0.1396	      0.3323	    0.4543
SCIAI3am14aTTG  	SRTL            	all 	      0.1509	      0.3422	    0.4455
SCIAI3am14aTTG  	Standard        	all 	      0.1381	      0.3377	    0.4412
SCIAI3am14aTTG  	TTGPKUICST1     	all 	      0.5277	      0.7057	    0.2668
SCIAI3am14aTTG  	TTGPKUICST2     	all 	      0.3854	      0.6040	    0.4088
SCIAI3am14aTTG  	TTGPKUICST3     	all 	      0.4900	      0.6615	    0.3298
SCIAI3am14aTTG  	TTGPKUICST4     	all 	      0.5244	      0.6721	    0.3321
SCIAI3am14aTTG  	udelRunTTG1     	all 	      0.2370	      0.4264	    0.2898
SCIAI3am14aTTG  	udelRunTTG2     	all 	      0.2343	      0.4216	    0.2876
SCIAI3am14aTTG  	udelRunTTG3     	all 	      0.2327	      0.4194	    0.2891
SCIAI3am14aTTG  	udelRunTTG4     	all 	      0.2307	      0.4151	    0.2879
SCIAI3am14aTTG  	UDInfoMMR5      	all 	      0.1246	      0.2790	    0.4769
SCIAI3am14aTTG  	UDInfoMMRA      	all 	      0.1156	      0.2569	    0.4850
SCIAI3am14aTTG  	UDInfoMMRWC5    	all 	      0.1360	      0.2878	    0.5020
SCIAI3am14aTTG  	UDInfoMMRWCA    	all 	      0.1299	      0.2728	    0.5145
SCIAI3am14aTTG  	wistudt2bcd     	all 	      0.1276	      0.3235	    0.3062
SCIAI3am14aTTG  	wistudt2bd      	all 	      0.1587	      0.3559	    0.2993
SCIAI3am14aTTG  	wistudt2qcd     	all 	      0.1215	      0.2873	    0.2726
SCIAI3am14aTTG  	wistudt2qd      	all 	      0.1320	      0.3074	    0.2271
SCIAI3cm4aTTG   	SM100           	all 	      0.2334	      0.4047	    0.3654
SCIAI3cm4aTTG   	SM50            	all 	      0.1960	      0.3767	    0.4209
SCIAI3cm4aTTG   	SR              	all 	      0.1166	      0.3087	    0.4464
SCIAI3cm4aTTG   	SRTD            	all 	      0.1249	      0.3287	    0.4363
SCIAI3cm4aTTG   	SRTL            	all 	      0.1328	      0.3357	    0.4241
SCIAI3cm4aTTG   	Standard        	all 	      0.1237	      0.3360	    0.4261
SCIAI3cm4aTTG   	TTGPKUICST1     	all 	      0.5242	      0.7031	    0.2644
SCIAI3cm4aTTG   	TTGPKUICST2     	all 	      0.3794	      0.5982	    0.4043
SCIAI3cm4aTTG   	TTGPKUICST3     	all 	      0.4870	      0.6598	    0.3270
SCIAI3cm4aTTG   	TTGPKUICST4     	all 	      0.5227	      0.6714	    0.3291
SCIAI3cm4aTTG   	udelRunTTG1     	all 	      0.2287	      0.4275	    0.2861
SCIAI3cm4aTTG   	udelRunTTG2     	all 	      0.2267	      0.4227	    0.2838
SCIAI3cm4aTTG   	udelRunTTG3     	all 	      0.2240	      0.4203	    0.2843
SCIAI3cm4aTTG   	udelRunTTG4     	all 	      0.2231	      0.4177	    0.2844
SCIAI3cm4aTTG   	UDInfoMMR5      	all 	      0.1125	      0.2871	    0.4510
SCIAI3cm4aTTG   	UDInfoMMRA      	all 	      0.1042	      0.2749	    0.4571
SCIAI3cm4aTTG   	UDInfoMMRWC5    	all 	      0.1278	      0.2993	    0.4777
SCIAI3cm4aTTG   	UDInfoMMRWCA    	all 	      0.1224	      0.2831	    0.4892
SCIAI3cm4aTTG   	wistudt2bcd     	all 	      0.1106	      0.3136	    0.2905
SCIAI3cm4aTTG   	wistudt2bd      	all 	      0.1432	      0.3589	    0.2882
SCIAI3cm4aTTG   	wistudt2qcd     	all 	      0.1032	      0.2748	    0.2656
SCIAI3cm4aTTG   	wistudt2qd      	all 	      0.1172	      0.2999	    0.2170
SM100           	SM50            	all 	      0.2107	      0.3674	    0.3772
SM100           	SR              	all 	      0.2475	      0.4491	    0.3553
SM100           	SRTD            	all 	      0.2536	      0.4640	    0.3530
SM100           	SRTL            	all 	      0.2559	      0.4650	    0.3486
SM100           	Standard        	all 	      0.2524	      0.4608	    0.3425
SM100           	TTGPKUICST1     	all 	      0.5381	      0.7157	    0.2565
SM100           	TTGPKUICST2     	all 	      0.4259	      0.6238	    0.3400
SM100           	TTGPKUICST3     	all 	      0.5216	      0.6840	    0.2880
SM100           	TTGPKUICST4     	all 	      0.5572	      0.6902	    0.2879
SM100           	udelRunTTG1     	all 	      0.3250	      0.5108	    0.2802
SM100           	udelRunTTG2     	all 	      0.3255	      0.5108	    0.2784
SM100           	udelRunTTG3     	all 	      0.3165	      0.5018	    0.2797
SM100           	udelRunTTG4     	all 	      0.3192	      0.5015	    0.2785
SM100           	UDInfoMMR5      	all 	      0.2388	      0.4238	    0.3731
SM100           	UDInfoMMRA      	all 	      0.2332	      0.4202	    0.3767
SM100           	UDInfoMMRWC5    	all 	      0.2463	      0.4283	    0.3759
SM100           	UDInfoMMRWCA    	all 	      0.2431	      0.4208	    0.3798
SM100           	wistudt2bcd     	all 	      0.2402	      0.4348	    0.2946
SM100           	wistudt2bd      	all 	      0.2562	      0.4518	    0.2823
SM100           	wistudt2qcd     	all 	      0.2388	      0.4198	    0.2868
SM100           	wistudt2qd      	all 	      0.2430	      0.4250	    0.2480
SM50            	SR              	all 	      0.2130	      0.4154	    0.4150
SM50            	SRTD            	all 	      0.2192	      0.4303	    0.4109
SM50            	SRTL            	all 	      0.2220	      0.4363	    0.4072
SM50            	Standard        	all 	      0.2185	      0.4273	    0.3997
SM50            	TTGPKUICST1     	all 	      0.5319	      0.7126	    0.2616
SM50            	TTGPKUICST2     	all 	      0.4027	      0.6095	    0.3830
SM50            	TTGPKUICST3     	all 	      0.5048	      0.6747	    0.3135
SM50            	TTGPKUICST4     	all 	      0.5409	      0.6805	    0.3150
SM50            	udelRunTTG1     	all 	      0.2975	      0.4857	    0.2916
SM50            	udelRunTTG2     	all 	      0.2971	      0.4840	    0.2893
SM50            	udelRunTTG3     	all 	      0.2917	      0.4777	    0.2914
SM50            	udelRunTTG4     	all 	      0.2917	      0.4750	    0.2901
SM50            	UDInfoMMR5      	all 	      0.2025	      0.3905	    0.4309
SM50            	UDInfoMMRA      	all 	      0.1969	      0.3846	    0.4416
SM50            	UDInfoMMRWC5    	all 	      0.2106	      0.3950	    0.4418
SM50            	UDInfoMMRWCA    	all 	      0.2071	      0.3852	    0.4467
SM50            	wistudt2bcd     	all 	      0.2057	      0.4032	    0.3183
SM50            	wistudt2bd      	all 	      0.2224	      0.4299	    0.2983
SM50            	wistudt2qcd     	all 	      0.2041	      0.3971	    0.3147
SM50            	wistudt2qd      	all 	      0.2081	      0.4095	    0.2574
SR              	SRTD            	all 	      0.0895	      0.2800	    0.5576
SR              	SRTL            	all 	      0.1066	      0.2981	    0.5260
SR              	Standard        	all 	      0.0873	      0.2801	    0.5346
SR              	TTGPKUICST1     	all 	      0.5310	      0.7095	    0.2620
SR              	TTGPKUICST2     	all 	      0.3906	      0.6083	    0.4266
SR              	TTGPKUICST3     	all 	      0.4958	      0.6708	    0.3354
SR              	TTGPKUICST4     	all 	      0.5334	      0.6835	    0.3369
SR              	udelRunTTG1     	all 	      0.2298	      0.4269	    0.2746
SR              	udelRunTTG2     	all 	      0.2284	      0.4219	    0.2734
SR              	udelRunTTG3     	all 	      0.2258	      0.4195	    0.2758
SR              	udelRunTTG4     	all 	      0.2231	      0.4151	    0.2750
SR              	UDInfoMMR5      	all 	      0.1230	      0.3168	    0.4748
SR              	UDInfoMMRA      	all 	      0.1155	      0.3072	    0.4762
SR              	UDInfoMMRWC5    	all 	      0.1344	      0.3262	    0.4872
SR              	UDInfoMMRWCA    	all 	      0.1310	      0.3137	    0.5004
SR              	wistudt2bcd     	all 	      0.1214	      0.3459	    0.3083
SR              	wistudt2bd      	all 	      0.1533	      0.3753	    0.2831
SR              	wistudt2qcd     	all 	      0.1156	      0.3240	    0.2904
SR              	wistudt2qd      	all 	      0.1302	      0.3353	    0.2292
SRTD            	SRTL            	all 	      0.1083	      0.3007	    0.5322
SRTD            	Standard        	all 	      0.0982	      0.3082	    0.5129
SRTD            	TTGPKUICST1     	all 	      0.5316	      0.7112	    0.2605
SRTD            	TTGPKUICST2     	all 	      0.3927	      0.6130	    0.4217
SRTD            	TTGPKUICST3     	all 	      0.4963	      0.6768	    0.3327
SRTD            	TTGPKUICST4     	all 	      0.5344	      0.6902	    0.3337
SRTD            	udelRunTTG1     	all 	      0.2352	      0.4376	    0.2717
SRTD            	udelRunTTG2     	all 	      0.2339	      0.4375	    0.2709
SRTD            	udelRunTTG3     	all 	      0.2316	      0.4310	    0.2737
SRTD            	udelRunTTG4     	all 	      0.2293	      0.4277	    0.2725
SRTD            	UDInfoMMR5      	all 	      0.1311	      0.3299	    0.4698
SRTD            	UDInfoMMRA      	all 	      0.1235	      0.3202	    0.4714
SRTD            	UDInfoMMRWC5    	all 	      0.1415	      0.3373	    0.4802
SRTD            	UDInfoMMRWCA    	all 	      0.1385	      0.3321	    0.4947
SRTD            	wistudt2bcd     	all 	      0.1276	      0.3653	    0.3130
SRTD            	wistudt2bd      	all 	      0.1583	      0.3887	    0.2832
SRTD            	wistudt2qcd     	all 	      0.1225	      0.3480	    0.2945
SRTD            	wistudt2qd      	all 	      0.1363	      0.3589	    0.2350
SRTL            	Standard        	all 	      0.1149	      0.3239	    0.4861
SRTL            	TTGPKUICST1     	all 	      0.5327	      0.7111	    0.2595
SRTL            	TTGPKUICST2     	all 	      0.3935	      0.6130	    0.4150
SRTL            	TTGPKUICST3     	all 	      0.5029	      0.6823	    0.3302
SRTL            	TTGPKUICST4     	all 	      0.5413	      0.6959	    0.3317
SRTL            	udelRunTTG1     	all 	      0.2443	      0.4485	    0.2699
SRTL            	udelRunTTG2     	all 	      0.2425	      0.4460	    0.2675
SRTL            	udelRunTTG3     	all 	      0.2402	      0.4429	    0.2732
SRTL            	udelRunTTG4     	all 	      0.2377	      0.4391	    0.2714
SRTL            	UDInfoMMR5      	all 	      0.1362	      0.3352	    0.4563
SRTL            	UDInfoMMRA      	all 	      0.1286	      0.3279	    0.4559
SRTL            	UDInfoMMRWC5    	all 	      0.1506	      0.3469	    0.4704
SRTL            	UDInfoMMRWCA    	all 	      0.1482	      0.3438	    0.4817
SRTL            	wistudt2bcd     	all 	      0.1350	      0.3749	    0.3122
SRTL            	wistudt2bd      	all 	      0.1625	      0.3922	    0.2827
SRTL            	wistudt2qcd     	all 	      0.1307	      0.3588	    0.2906
SRTL            	wistudt2qd      	all 	      0.1436	      0.3678	    0.2383
Standard        	TTGPKUICST1     	all 	      0.5333	      0.7134	    0.2579
Standard        	TTGPKUICST2     	all 	      0.3962	      0.6191	    0.4191
Standard        	TTGPKUICST3     	all 	      0.4965	      0.6721	    0.3304
Standard        	TTGPKUICST4     	all 	      0.5343	      0.6847	    0.3328
Standard        	udelRunTTG1     	all 	      0.2331	      0.4331	    0.2669
Standard        	udelRunTTG2     	all 	      0.2316	      0.4261	    0.2651
Standard        	udelRunTTG3     	all 	      0.2294	      0.4273	    0.2677
Standard        	udelRunTTG4     	all 	      0.2268	      0.4223	    0.2665
Standard        	UDInfoMMR5      	all 	      0.1309	      0.3424	    0.4534
Standard        	UDInfoMMRA      	all 	      0.1233	      0.3327	    0.4569
Standard        	UDInfoMMRWC5    	all 	      0.1422	      0.3508	    0.4633
Standard        	UDInfoMMRWCA    	all 	      0.1389	      0.3416	    0.4780
Standard        	wistudt2bcd     	all 	      0.1262	      0.3627	    0.2981
Standard        	wistudt2bd      	all 	      0.1574	      0.3882	    0.2752
Standard        	wistudt2qcd     	all 	      0.1212	      0.3434	    0.2850
Standard        	wistudt2qd      	all 	      0.1355	      0.3519	    0.2238
TTGPKUICST1     	TTGPKUICST2     	all 	      0.5410	      0.7132	    0.2627
TTGPKUICST1     	TTGPKUICST3     	all 	      0.5825	      0.7374	    0.2502
TTGPKUICST1     	TTGPKUICST4     	all 	      0.6343	      0.7614	    0.2421
TTGPKUICST1     	udelRunTTG1     	all 	      0.5661	      0.7351	    0.2409
TTGPKUICST1     	udelRunTTG2     	all 	      0.5657	      0.7339	    0.2400
TTGPKUICST1     	udelRunTTG3     	all 	      0.5596	      0.7293	    0.2406
TTGPKUICST1     	udelRunTTG4     	all 	      0.5613	      0.7291	    0.2410
TTGPKUICST1     	UDInfoMMR5      	all 	      0.5270	      0.7048	    0.2653
TTGPKUICST1     	UDInfoMMRA      	all 	      0.5258	      0.7041	    0.2662
TTGPKUICST1     	UDInfoMMRWC5    	all 	      0.5333	      0.7075	    0.2664
TTGPKUICST1     	UDInfoMMRWCA    	all 	      0.5302	      0.7062	    0.2674
TTGPKUICST1     	wistudt2bcd     	all 	      0.5288	      0.7113	    0.2466
TTGPKUICST1     	wistudt2bd      	all 	      0.5379	      0.7170	    0.2434
