runtag1         	runtag2         	topic	unweighted_recall weighted_recall precision
hltcoeTTG2      	udelRunTTG4     	all 	      0.5199	      0.6963	    0.3366
hltcoeTTG2      	UDInfoMMR5      	all 	      0.4746	      0.6648	    0.3843
hltcoeTTG2      	UDInfoMMRA      	all 	      0.4728	      0.6639	    0.3837
hltcoeTTG2      	UDInfoMMRWC5    	all 	      0.4799	      0.6682	    0.3881
hltcoeTTG2      	UDInfoMMRWCA    	all 	      0.4768	      0.6658	    0.3874
hltcoeTTG2      	wistudt2bcd     	all 	      0.4706	      0.6670	    0.3530
hltcoeTTG2      	wistudt2bd      	all 	      0.4820	      0.6751	    0.3450
hltcoeTTG2      	wistudt2qcd     	all 	      0.4670	      0.6603	    0.3441
hltcoeTTG2      	wistudt2qd      	all 	      0.4735	      0.6648	    0.3216
hltcoeTTG3      	ICTNETAP3       	all 	      0.5205	      0.7078	    0.3145
hltcoeTTG3      	ICTNETAP4       	all 	      0.5335	      0.7136	    0.3060
hltcoeTTG3      	ICTNETRunSP3    	all 	      0.5778	      0.7303	    0.1566
hltcoeTTG3      	ICTNETRUNSP4    	all 	      0.5962	      0.7355	    0.1443
hltcoeTTG3      	JufeLdkeSum1    	all 	      0.7490	      0.8452	    0.0704
hltcoeTTG3      	JufeLdkeSum2    	all 	      0.6251	      0.7712	    0.1162
hltcoeTTG3      	JufeLdkeSum3    	all 	      0.5952	      0.7409	    0.0698
hltcoeTTG3      	PrisTTG2014a    	all 	      0.5762	      0.7364	    0.3378
hltcoeTTG3      	PrisTTG2014b    	all 	      0.5819	      0.7409	    0.3403
hltcoeTTG3      	PrisTTG2014c    	all 	      0.5591	      0.7280	    0.3261
hltcoeTTG3      	PrisTTG2014e    	all 	      0.5701	      0.7409	    0.3313
hltcoeTTG3      	QUQEd10t15TTgCL 	all 	      0.5358	      0.7133	    0.3649
hltcoeTTG3      	QUQEd5t25TTgBL  	all 	      0.5582	      0.7226	    0.3626
hltcoeTTG3      	QUTmpDecayTTgCL 	all 	      0.5513	      0.7216	    0.3604
hltcoeTTG3      	QUTqrmTTgBL     	all 	      0.5712	      0.7422	    0.3622
hltcoeTTG3      	SCIAI124aTTG    	all 	      0.4981	      0.6820	    0.3913
hltcoeTTG3      	SCIAI14aTTG     	all 	      0.4977	      0.6819	    0.3912
hltcoeTTG3      	SCIAI3am14aTTG  	all 	      0.4967	      0.6799	    0.3889
hltcoeTTG3      	SCIAI3cm4aTTG   	all 	      0.4953	      0.6800	    0.3904
hltcoeTTG3      	SM100           	all 	      0.5179	      0.6922	    0.3728
hltcoeTTG3      	SM50            	all 	      0.5089	      0.6888	    0.3880
hltcoeTTG3      	SR              	all 	      0.5013	      0.6874	    0.3952
hltcoeTTG3      	SRTD            	all 	      0.5019	      0.6887	    0.3934
hltcoeTTG3      	SRTL            	all 	      0.5034	      0.6887	    0.3926
hltcoeTTG3      	Standard        	all 	      0.5032	      0.6899	    0.3880
hltcoeTTG3      	TTGPKUICST1     	all 	      0.6254	      0.7725	    0.3375
hltcoeTTG3      	TTGPKUICST2     	all 	      0.5652	      0.7249	    0.3799
hltcoeTTG3      	TTGPKUICST3     	all 	      0.6261	      0.7628	    0.3475
hltcoeTTG3      	TTGPKUICST4     	all 	      0.6582	      0.7708	    0.3270
hltcoeTTG3      	udelRunTTG1     	all 	      0.5442	      0.7213	    0.3446
hltcoeTTG3      	udelRunTTG2     	all 	      0.5450	      0.7216	    0.3441
hltcoeTTG3      	udelRunTTG3     	all 	      0.5379	      0.7150	    0.3414
hltcoeTTG3      	udelRunTTG4     	all 	      0.5378	      0.7148	    0.3421
hltcoeTTG3      	UDInfoMMR5      	all 	      0.4991	      0.6784	    0.3901
hltcoeTTG3      	UDInfoMMRA      	all 	      0.4953	      0.6770	    0.3893
hltcoeTTG3      	UDInfoMMRWC5    	all 	      0.4984	      0.6813	    0.3924
hltcoeTTG3      	UDInfoMMRWCA    	all 	      0.4977	      0.6798	    0.3918
hltcoeTTG3      	wistudt2bcd     	all 	      0.4973	      0.6855	    0.3612
hltcoeTTG3      	wistudt2bd      	all 	      0.5075	      0.6936	    0.3525
hltcoeTTG3      	wistudt2qcd     	all 	      0.4947	      0.6798	    0.3531
hltcoeTTG3      	wistudt2qd      	all 	      0.5023	      0.6842	    0.3311
ICTNETAP3       	ICTNETAP4       	all 	      0.3123	      0.5424	    0.2456
ICTNETAP3       	ICTNETRunSP3    	all 	      0.3779	      0.5729	    0.1192
ICTNETAP3       	ICTNETRUNSP4    	all 	      0.4324	      0.6169	    0.1163
ICTNETAP3       	JufeLdkeSum1    	all 	      0.6626	      0.7738	    0.0646
ICTNETAP3       	JufeLdkeSum2    	all 	      0.4753	      0.6593	    0.0962
ICTNETAP3       	JufeLdkeSum3    	all 	      0.4135	      0.6152	    0.0532
ICTNETAP3       	PrisTTG2014a    	all 	      0.4434	      0.6477	    0.2892
ICTNETAP3       	PrisTTG2014b    	all 	      0.4553	      0.6479	    0.2924
ICTNETAP3       	PrisTTG2014c    	all 	      0.3905	      0.6049	    0.2764
ICTNETAP3       	PrisTTG2014e    	all 	      0.4206	      0.6383	    0.2811
ICTNETAP3       	QUQEd10t15TTgCL 	all 	      0.3855	      0.5995	    0.2958
ICTNETAP3       	QUQEd5t25TTgBL  	all 	      0.4259	      0.6273	    0.3009
ICTNETAP3       	QUTmpDecayTTgCL 	all 	      0.3719	      0.5804	    0.2996
ICTNETAP3       	QUTqrmTTgBL     	all 	      0.4253	      0.6368	    0.2947
ICTNETAP3       	SCIAI124aTTG    	all 	      0.2451	      0.4814	    0.2881
ICTNETAP3       	SCIAI14aTTG     	all 	      0.2452	      0.4814	    0.2882
ICTNETAP3       	SCIAI3am14aTTG  	all 	      0.2491	      0.4896	    0.2891
ICTNETAP3       	SCIAI3cm4aTTG   	all 	      0.2425	      0.4867	    0.2850
ICTNETAP3       	SM100           	all 	      0.3174	      0.5433	    0.2887
ICTNETAP3       	SM50            	all 	      0.2915	      0.5238	    0.2935
ICTNETAP3       	SR              	all 	      0.2479	      0.4854	    0.2898
ICTNETAP3       	SRTD            	all 	      0.2523	      0.4940	    0.2918
ICTNETAP3       	SRTL            	all 	      0.2539	      0.4970	    0.2927
ICTNETAP3       	Standard        	all 	      0.2522	      0.4907	    0.2844
ICTNETAP3       	TTGPKUICST1     	all 	      0.5527	      0.7298	    0.2935
ICTNETAP3       	TTGPKUICST2     	all 	      0.4274	      0.6470	    0.3255
ICTNETAP3       	TTGPKUICST3     	all 	      0.5245	      0.6934	    0.3034
ICTNETAP3       	TTGPKUICST4     	all 	      0.5567	      0.7041	    0.2849
ICTNETAP3       	udelRunTTG1     	all 	      0.3174	      0.5351	    0.2723
ICTNETAP3       	udelRunTTG2     	all 	      0.3182	      0.5352	    0.2717
ICTNETAP3       	udelRunTTG3     	all 	      0.3131	      0.5293	    0.2727
ICTNETAP3       	udelRunTTG4     	all 	      0.3137	      0.5298	    0.2732
ICTNETAP3       	UDInfoMMR5      	all 	      0.2395	      0.4802	    0.2841
ICTNETAP3       	UDInfoMMRA      	all 	      0.2357	      0.4773	    0.2824
ICTNETAP3       	UDInfoMMRWC5    	all 	      0.2437	      0.4847	    0.2857
ICTNETAP3       	UDInfoMMRWCA    	all 	      0.2414	      0.4772	    0.2856
ICTNETAP3       	wistudt2bcd     	all 	      0.2355	      0.4766	    0.2552
ICTNETAP3       	wistudt2bd      	all 	      0.2511	      0.4899	    0.2532
ICTNETAP3       	wistudt2qcd     	all 	      0.2399	      0.4852	    0.2455
ICTNETAP3       	wistudt2qd      	all 	      0.2505	      0.4927	    0.2305
ICTNETAP4       	ICTNETRunSP3    	all 	      0.4113	      0.5990	    0.1226
ICTNETAP4       	ICTNETRUNSP4    	all 	      0.4313	      0.6142	    0.1149
ICTNETAP4       	JufeLdkeSum1    	all 	      0.6695	      0.7789	    0.0651
ICTNETAP4       	JufeLdkeSum2    	all 	      0.4980	      0.6771	    0.0984
ICTNETAP4       	JufeLdkeSum3    	all 	      0.4316	      0.6335	    0.0547
ICTNETAP4       	PrisTTG2014a    	all 	      0.4634	      0.6598	    0.2846
ICTNETAP4       	PrisTTG2014b    	all 	      0.4720	      0.6597	    0.2878
ICTNETAP4       	PrisTTG2014c    	all 	      0.4117	      0.6231	    0.2717
ICTNETAP4       	PrisTTG2014e    	all 	      0.4332	      0.6453	    0.2761
ICTNETAP4       	QUQEd10t15TTgCL 	all 	      0.4089	      0.6117	    0.2926
ICTNETAP4       	QUQEd5t25TTgBL  	all 	      0.4469	      0.6343	    0.2967
ICTNETAP4       	QUTmpDecayTTgCL 	all 	      0.4009	      0.5952	    0.2945
ICTNETAP4       	QUTqrmTTgBL     	all 	      0.4476	      0.6482	    0.2887
ICTNETAP4       	SCIAI124aTTG    	all 	      0.2788	      0.5052	    0.2846
ICTNETAP4       	SCIAI14aTTG     	all 	      0.2789	      0.5052	    0.2849
ICTNETAP4       	SCIAI3am14aTTG  	all 	      0.2800	      0.5114	    0.2837
ICTNETAP4       	SCIAI3cm4aTTG   	all 	      0.2703	      0.5074	    0.2808
ICTNETAP4       	SM100           	all 	      0.3469	      0.5602	    0.2845
ICTNETAP4       	SM50            	all 	      0.3236	      0.5434	    0.2897
ICTNETAP4       	SR              	all 	      0.2776	      0.5105	    0.2860
ICTNETAP4       	SRTD            	all 	      0.2807	      0.5202	    0.2854
ICTNETAP4       	SRTL            	all 	      0.2814	      0.5220	    0.2861
ICTNETAP4       	Standard        	all 	      0.2820	      0.5168	    0.2808
ICTNETAP4       	TTGPKUICST1     	all 	      0.5647	      0.7353	    0.2935
ICTNETAP4       	TTGPKUICST2     	all 	      0.4409	      0.6521	    0.3145
ICTNETAP4       	TTGPKUICST3     	all 	      0.5394	      0.7011	    0.2996
ICTNETAP4       	TTGPKUICST4     	all 	      0.5721	      0.7126	    0.2824
ICTNETAP4       	udelRunTTG1     	all 	      0.3502	      0.5667	    0.2730
ICTNETAP4       	udelRunTTG2     	all 	      0.3500	      0.5659	    0.2730
ICTNETAP4       	udelRunTTG3     	all 	      0.3423	      0.5595	    0.2684
ICTNETAP4       	udelRunTTG4     	all 	      0.3447	      0.5591	    0.2697
ICTNETAP4       	UDInfoMMR5      	all 	      0.2711	      0.5030	    0.2801
ICTNETAP4       	UDInfoMMRA      	all 	      0.2663	      0.4993	    0.2790
ICTNETAP4       	UDInfoMMRWC5    	all 	      0.2769	      0.5078	    0.2830
ICTNETAP4       	UDInfoMMRWCA    	all 	      0.2732	      0.4988	    0.2818
ICTNETAP4       	wistudt2bcd     	all 	      0.2628	      0.5005	    0.2525
ICTNETAP4       	wistudt2bd      	all 	      0.2810	      0.5157	    0.2504
ICTNETAP4       	wistudt2qcd     	all 	      0.2657	      0.5069	    0.2413
ICTNETAP4       	wistudt2qd      	all 	      0.2800	      0.5204	    0.2286
ICTNETRunSP3    	ICTNETRUNSP4    	all 	      0.3861	      0.5382	    0.1056
ICTNETRunSP3    	JufeLdkeSum1    	all 	      0.6821	      0.7834	    0.0629
ICTNETRunSP3    	JufeLdkeSum2    	all 	      0.5003	      0.6553	    0.0865
ICTNETRunSP3    	JufeLdkeSum3    	all 	      0.4410	      0.5874	    0.0530
ICTNETRunSP3    	PrisTTG2014a    	all 	      0.5027	      0.6750	    0.1431
ICTNETRunSP3    	PrisTTG2014b    	all 	      0.5119	      0.6723	    0.1456
ICTNETRunSP3    	PrisTTG2014c    	all 	      0.4653	      0.6446	    0.1373
ICTNETRunSP3    	PrisTTG2014e    	all 	      0.4975	      0.6800	    0.1405
ICTNETRunSP3    	QUQEd10t15TTgCL 	all 	      0.4595	      0.6258	    0.1337
ICTNETRunSP3    	QUQEd5t25TTgBL  	all 	      0.4989	      0.6518	    0.1406
ICTNETRunSP3    	QUTmpDecayTTgCL 	all 	      0.4338	      0.5913	    0.1356
ICTNETRunSP3    	QUTqrmTTgBL     	all 	      0.5022	      0.6645	    0.1405
ICTNETRunSP3    	SCIAI124aTTG    	all 	      0.3077	      0.4091	    0.1101
ICTNETRunSP3    	SCIAI14aTTG     	all 	      0.3077	      0.4091	    0.1101
ICTNETRunSP3    	SCIAI3am14aTTG  	all 	      0.3121	      0.4194	    0.1103
ICTNETRunSP3    	SCIAI3cm4aTTG   	all 	      0.3077	      0.4341	    0.1109
ICTNETRunSP3    	SM100           	all 	      0.3796	      0.5254	    0.1228
ICTNETRunSP3    	SM50            	all 	      0.3573	      0.5022	    0.1181
ICTNETRunSP3    	SR              	all 	      0.3238	      0.4705	    0.1146
ICTNETRunSP3    	SRTD            	all 	      0.3291	      0.4857	    0.1163
ICTNETRunSP3    	SRTL            	all 	      0.3335	      0.4906	    0.1178
ICTNETRunSP3    	Standard        	all 	      0.3294	      0.4862	    0.1155
ICTNETRunSP3    	TTGPKUICST1     	all 	      0.5987	      0.7474	    0.1545
ICTNETRunSP3    	TTGPKUICST2     	all 	      0.5028	      0.6741	    0.1491
ICTNETRunSP3    	TTGPKUICST3     	all 	      0.5731	      0.7169	    0.1562
ICTNETRunSP3    	TTGPKUICST4     	all 	      0.6015	      0.7237	    0.1489
ICTNETRunSP3    	udelRunTTG1     	all 	      0.3879	      0.5484	    0.1291
ICTNETRunSP3    	udelRunTTG2     	all 	      0.3893	      0.5520	    0.1291
ICTNETRunSP3    	udelRunTTG3     	all 	      0.3810	      0.5415	    0.1242
ICTNETRunSP3    	udelRunTTG4     	all 	      0.3828	      0.5384	    0.1246
ICTNETRunSP3    	UDInfoMMR5      	all 	      0.3133	      0.4419	    0.1100
ICTNETRunSP3    	UDInfoMMRA      	all 	      0.3080	      0.4318	    0.1093
ICTNETRunSP3    	UDInfoMMRWC5    	all 	      0.3240	      0.4522	    0.1115
ICTNETRunSP3    	UDInfoMMRWCA    	all 	      0.3182	      0.4369	    0.1108
ICTNETRunSP3    	wistudt2bcd     	all 	      0.3239	      0.4766	    0.1093
ICTNETRunSP3    	wistudt2bd      	all 	      0.3385	      0.4920	    0.1138
ICTNETRunSP3    	wistudt2qcd     	all 	      0.3229	      0.4606	    0.1055
ICTNETRunSP3    	wistudt2qd      	all 	      0.3261	      0.4746	    0.1058
ICTNETRUNSP4    	JufeLdkeSum1    	all 	      0.6925	      0.7909	    0.0627
ICTNETRUNSP4    	JufeLdkeSum2    	all 	      0.5364	      0.6822	    0.0863
ICTNETRUNSP4    	JufeLdkeSum3    	all 	      0.4689	      0.6173	    0.0548
ICTNETRUNSP4    	PrisTTG2014a    	all 	      0.5295	      0.6952	    0.1323
ICTNETRUNSP4    	PrisTTG2014b    	all 	      0.5363	      0.6920	    0.1342
ICTNETRUNSP4    	PrisTTG2014c    	all 	      0.4962	      0.6663	    0.1289
ICTNETRUNSP4    	PrisTTG2014e    	all 	      0.5235	      0.6993	    0.1320
ICTNETRUNSP4    	QUQEd10t15TTgCL 	all 	      0.4901	      0.6511	    0.1254
ICTNETRUNSP4    	QUQEd5t25TTgBL  	all 	      0.5242	      0.6712	    0.1311
ICTNETRUNSP4    	QUTmpDecayTTgCL 	all 	      0.4816	      0.6311	    0.1287
ICTNETRUNSP4    	QUTqrmTTgBL     	all 	      0.5320	      0.6893	    0.1311
ICTNETRUNSP4    	SCIAI124aTTG    	all 	      0.3628	      0.5140	    0.1093
ICTNETRUNSP4    	SCIAI14aTTG     	all 	      0.3628	      0.5140	    0.1093
ICTNETRUNSP4    	SCIAI3am14aTTG  	all 	      0.3657	      0.5187	    0.1089
ICTNETRUNSP4    	SCIAI3cm4aTTG   	all 	      0.3611	      0.5191	    0.1089
ICTNETRUNSP4    	SM100           	all 	      0.4238	      0.5808	    0.1179
ICTNETRUNSP4    	SM50            	all 	      0.4034	      0.5635	    0.1144
ICTNETRUNSP4    	SR              	all 	      0.3714	      0.5379	    0.1116
ICTNETRUNSP4    	SRTD            	all 	      0.3738	      0.5444	    0.1125
ICTNETRUNSP4    	SRTL            	all 	      0.3783	      0.5487	    0.1140
ICTNETRUNSP4    	Standard        	all 	      0.3751	      0.5425	    0.1119
ICTNETRUNSP4    	TTGPKUICST1     	all 	      0.6204	      0.7622	    0.1433
ICTNETRUNSP4    	TTGPKUICST2     	all 	      0.5225	      0.6870	    0.1381
ICTNETRUNSP4    	TTGPKUICST3     	all 	      0.5927	      0.7308	    0.1455
ICTNETRUNSP4    	TTGPKUICST4     	all 	      0.6132	      0.7290	    0.1397
ICTNETRUNSP4    	udelRunTTG1     	all 	      0.4282	      0.5907	    0.1232
ICTNETRUNSP4    	udelRunTTG2     	all 	      0.4290	      0.5923	    0.1231
ICTNETRUNSP4    	udelRunTTG3     	all 	      0.4217	      0.5840	    0.1192
ICTNETRUNSP4    	udelRunTTG4     	all 	      0.4246	      0.5825	    0.1198
ICTNETRUNSP4    	UDInfoMMR5      	all 	      0.3659	      0.5258	    0.1092
ICTNETRUNSP4    	UDInfoMMRA      	all 	      0.3618	      0.5200	    0.1088
ICTNETRUNSP4    	UDInfoMMRWC5    	all 	      0.3740	      0.5309	    0.1096
ICTNETRUNSP4    	UDInfoMMRWCA    	all 	      0.3717	      0.5220	    0.1094
ICTNETRUNSP4    	wistudt2bcd     	all 	      0.3646	      0.5373	    0.1069
ICTNETRUNSP4    	wistudt2bd      	all 	      0.3879	      0.5574	    0.1114
ICTNETRUNSP4    	wistudt2qcd     	all 	      0.3629	      0.5312	    0.1040
ICTNETRUNSP4    	wistudt2qd      	all 	      0.3733	      0.5360	    0.1041
JufeLdkeSum1    	JufeLdkeSum2    	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	JufeLdkeSum3    	all 	      0.7053	      0.7987	    0.0513
JufeLdkeSum1    	PrisTTG2014a    	all 	      0.6794	      0.7927	    0.0653
JufeLdkeSum1    	PrisTTG2014b    	all 	      0.6817	      0.7881	    0.0654
JufeLdkeSum1    	PrisTTG2014c    	all 	      0.6672	      0.7766	    0.0649
JufeLdkeSum1    	PrisTTG2014e    	all 	      0.6793	      0.7929	    0.0651
JufeLdkeSum1    	QUQEd10t15TTgCL 	all 	      0.6916	      0.7994	    0.0654
JufeLdkeSum1    	QUQEd5t25TTgBL  	all 	      0.7012	      0.8035	    0.0659
JufeLdkeSum1    	QUTmpDecayTTgCL 	all 	      0.6640	      0.7749	    0.0646
JufeLdkeSum1    	QUTqrmTTgBL     	all 	      0.7103	      0.8187	    0.0661
JufeLdkeSum1    	SCIAI124aTTG    	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	SCIAI14aTTG     	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	SCIAI3am14aTTG  	all 	      0.6667	      0.7825	    0.0648
JufeLdkeSum1    	SCIAI3cm4aTTG   	all 	      0.6666	      0.7823	    0.0648
JufeLdkeSum1    	SM100           	all 	      0.6783	      0.7811	    0.0650
JufeLdkeSum1    	SM50            	all 	      0.6709	      0.7776	    0.0647
JufeLdkeSum1    	SR              	all 	      0.6636	      0.7742	    0.0647
JufeLdkeSum1    	SRTD            	all 	      0.6636	      0.7783	    0.0647
JufeLdkeSum1    	SRTL            	all 	      0.6650	      0.7793	    0.0648
JufeLdkeSum1    	Standard        	all 	      0.6640	      0.7744	    0.0647
JufeLdkeSum1    	TTGPKUICST1     	all 	      0.7586	      0.8486	    0.0692
JufeLdkeSum1    	TTGPKUICST2     	all 	      0.7111	      0.8177	    0.0674
JufeLdkeSum1    	TTGPKUICST3     	all 	      0.7395	      0.8271	    0.0695
JufeLdkeSum1    	TTGPKUICST4     	all 	      0.7546	      0.8321	    0.0700
JufeLdkeSum1    	udelRunTTG1     	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	udelRunTTG2     	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	udelRunTTG3     	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	udelRunTTG4     	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	UDInfoMMR5      	all 	      0.6652	      0.7790	    0.0647
JufeLdkeSum1    	UDInfoMMRA      	all 	      0.6653	      0.7791	    0.0648
JufeLdkeSum1    	UDInfoMMRWC5    	all 	      0.6658	      0.7795	    0.0648
JufeLdkeSum1    	UDInfoMMRWCA    	all 	      0.6654	      0.7752	    0.0648
JufeLdkeSum1    	wistudt2bcd     	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	wistudt2bd      	all 	      0.6626	      0.7738	    0.0646
JufeLdkeSum1    	wistudt2qcd     	all 	      0.6634	      0.7753	    0.0644
JufeLdkeSum1    	wistudt2qd      	all 	      0.6645	      0.7762	    0.0643
JufeLdkeSum2    	JufeLdkeSum3    	all 	      0.5072	      0.6647	    0.0561
JufeLdkeSum2    	PrisTTG2014a    	all 	      0.5465	      0.7143	    0.1049
JufeLdkeSum2    	PrisTTG2014b    	all 	      0.5579	      0.7146	    0.1060
JufeLdkeSum2    	PrisTTG2014c    	all 	      0.5218	      0.6877	    0.1030
JufeLdkeSum2    	PrisTTG2014e    	all 	      0.5509	      0.7194	    0.1051
JufeLdkeSum2    	QUQEd10t15TTgCL 	all 	      0.5318	      0.6975	    0.1016
JufeLdkeSum2    	QUQEd5t25TTgBL  	all 	      0.5587	      0.7144	    0.1052
JufeLdkeSum2    	QUTmpDecayTTgCL 	all 	      0.5088	      0.6744	    0.1027
JufeLdkeSum2    	QUTqrmTTgBL     	all 	      0.5610	      0.7239	    0.1051
JufeLdkeSum2    	SCIAI124aTTG    	all 	      0.4352	      0.6190	    0.0937
JufeLdkeSum2    	SCIAI14aTTG     	all 	      0.4357	      0.6195	    0.0938
JufeLdkeSum2    	SCIAI3am14aTTG  	all 	      0.4375	      0.6266	    0.0938
JufeLdkeSum2    	SCIAI3cm4aTTG   	all 	      0.4363	      0.6258	    0.0936
JufeLdkeSum2    	SM100           	all 	      0.4824	      0.6605	    0.0973
JufeLdkeSum2    	SM50            	all 	      0.4663	      0.6530	    0.0957
JufeLdkeSum2    	SR              	all 	      0.4452	      0.6266	    0.0948
JufeLdkeSum2    	SRTD            	all 	      0.4462	      0.6314	    0.0950
JufeLdkeSum2    	SRTL            	all 	      0.4483	      0.6322	    0.0958
JufeLdkeSum2    	Standard        	all 	      0.4461	      0.6278	    0.0948
JufeLdkeSum2    	TTGPKUICST1     	all 	      0.6410	      0.7829	    0.1148
JufeLdkeSum2    	TTGPKUICST2     	all 	      0.5657	      0.7344	    0.1104
JufeLdkeSum2    	TTGPKUICST3     	all 	      0.6188	      0.7566	    0.1166
JufeLdkeSum2    	TTGPKUICST4     	all 	      0.6460	      0.7652	    0.1143
JufeLdkeSum2    	udelRunTTG1     	all 	      0.4882	      0.6650	    0.1008
JufeLdkeSum2    	udelRunTTG2     	all 	      0.4887	      0.6662	    0.1009
JufeLdkeSum2    	udelRunTTG3     	all 	      0.4859	      0.6623	    0.0992
JufeLdkeSum2    	udelRunTTG4     	all 	      0.4840	      0.6614	    0.0992
JufeLdkeSum2    	UDInfoMMR5      	all 	      0.4380	      0.6264	    0.0940
JufeLdkeSum2    	UDInfoMMRA      	all 	      0.4375	      0.6264	    0.0940
JufeLdkeSum2    	UDInfoMMRWC5    	all 	      0.4477	      0.6334	    0.0946
JufeLdkeSum2    	UDInfoMMRWCA    	all 	      0.4464	      0.6289	    0.0945
JufeLdkeSum2    	wistudt2bcd     	all 	      0.4396	      0.6306	    0.0931
JufeLdkeSum2    	wistudt2bd      	all 	      0.4467	      0.6325	    0.0945
JufeLdkeSum2    	wistudt2qcd     	all 	      0.4346	      0.6228	    0.0916
JufeLdkeSum2    	wistudt2qd      	all 	      0.4421	      0.6278	    0.0916
JufeLdkeSum3    	PrisTTG2014a    	all 	      0.5238	      0.6920	    0.0625
JufeLdkeSum3    	PrisTTG2014b    	all 	      0.5344	      0.6913	    0.0631
JufeLdkeSum3    	PrisTTG2014c    	all 	      0.4937	      0.6628	    0.0609
JufeLdkeSum3    	PrisTTG2014e    	all 	      0.5230	      0.6961	    0.0621
JufeLdkeSum3    	QUQEd10t15TTgCL 	all 	      0.4845	      0.6577	    0.0565
JufeLdkeSum3    	QUQEd5t25TTgBL  	all 	      0.5250	      0.6843	    0.0602
JufeLdkeSum3    	QUTmpDecayTTgCL 	all 	      0.4877	      0.6531	    0.0607
JufeLdkeSum3    	QUTqrmTTgBL     	all 	      0.5214	      0.6889	    0.0599
JufeLdkeSum3    	SCIAI124aTTG    	all 	      0.3228	      0.4929	    0.0449
JufeLdkeSum3    	SCIAI14aTTG     	all 	      0.3233	      0.4931	    0.0449
JufeLdkeSum3    	SCIAI3am14aTTG  	all 	      0.3204	      0.4977	    0.0447
JufeLdkeSum3    	SCIAI3cm4aTTG   	all 	      0.3141	      0.4983	    0.0443
JufeLdkeSum3    	SM100           	all 	      0.4030	      0.5667	    0.0509
JufeLdkeSum3    	SM50            	all 	      0.3785	      0.5481	    0.0486
JufeLdkeSum3    	SR              	all 	      0.3154	      0.5026	    0.0454
JufeLdkeSum3    	SRTD            	all 	      0.3214	      0.5133	    0.0463
JufeLdkeSum3    	SRTL            	all 	      0.3264	      0.5158	    0.0471
JufeLdkeSum3    	Standard        	all 	      0.3179	      0.5073	    0.0461
JufeLdkeSum3    	TTGPKUICST1     	all 	      0.6220	      0.7650	    0.0709
JufeLdkeSum3    	TTGPKUICST2     	all 	      0.5198	      0.6912	    0.0650
JufeLdkeSum3    	TTGPKUICST3     	all 	      0.5953	      0.7386	    0.0732
JufeLdkeSum3    	TTGPKUICST4     	all 	      0.6179	      0.7364	    0.0741
JufeLdkeSum3    	udelRunTTG1     	all 	      0.3860	      0.5529	    0.0551
JufeLdkeSum3    	udelRunTTG2     	all 	      0.3840	      0.5531	    0.0551
JufeLdkeSum3    	udelRunTTG3     	all 	      0.3847	      0.5497	    0.0536
JufeLdkeSum3    	udelRunTTG4     	all 	      0.3834	      0.5455	    0.0536
JufeLdkeSum3    	UDInfoMMR5      	all 	      0.3127	      0.4997	    0.0443
JufeLdkeSum3    	UDInfoMMRA      	all 	      0.3085	      0.4945	    0.0443
JufeLdkeSum3    	UDInfoMMRWC5    	all 	      0.3258	      0.5124	    0.0451
JufeLdkeSum3    	UDInfoMMRWCA    	all 	      0.3233	      0.5053	    0.0451
JufeLdkeSum3    	wistudt2bcd     	all 	      0.3149	      0.5256	    0.0448
JufeLdkeSum3    	wistudt2bd      	all 	      0.3436	      0.5473	    0.0477
JufeLdkeSum3    	wistudt2qcd     	all 	      0.3036	      0.4944	    0.0433
JufeLdkeSum3    	wistudt2qd      	all 	      0.3200	      0.5087	    0.0444
PrisTTG2014a    	PrisTTG2014b    	all 	      0.4600	      0.6512	    0.3342
PrisTTG2014a    	PrisTTG2014c    	all 	      0.4795	      0.6667	    0.3147
PrisTTG2014a    	PrisTTG2014e    	all 	      0.4816	      0.6691	    0.3200
PrisTTG2014a    	QUQEd10t15TTgCL 	all 	      0.4811	      0.6622	    0.3384
PrisTTG2014a    	QUQEd5t25TTgBL  	all 	      0.5056	      0.6768	    0.3384
PrisTTG2014a    	QUTmpDecayTTgCL 	all 	      0.4739	      0.6606	    0.3355
PrisTTG2014a    	QUTqrmTTgBL     	all 	      0.5143	      0.6933	    0.3348
PrisTTG2014a    	SCIAI124aTTG    	all 	      0.4211	      0.6175	    0.3561
PrisTTG2014a    	SCIAI14aTTG     	all 	      0.4211	      0.6175	    0.3561
PrisTTG2014a    	SCIAI3am14aTTG  	all 	      0.4197	      0.6163	    0.3548
PrisTTG2014a    	SCIAI3cm4aTTG   	all 	      0.4193	      0.6182	    0.3557
PrisTTG2014a    	SM100           	all 	      0.4434	      0.6337	    0.3433
PrisTTG2014a    	SM50            	all 	      0.4324	      0.6278	    0.3528
PrisTTG2014a    	SR              	all 	      0.4226	      0.6198	    0.3591
PrisTTG2014a    	SRTD            	all 	      0.4239	      0.6266	    0.3571
