runtag     	topic	unweighted_recall weighted_recall precision
wistudt2bcd	MB171	      0.0270	      0.0294	    0.1000
wistudt2bcd	MB172	      0.0129	      0.0269	    0.2857
wistudt2bcd	MB173	      0.2000	      0.3088	    0.4545
wistudt2bcd	MB174	      0.1429	      0.3571	    0.0833
wistudt2bcd	MB175	      0.0036	      0.0500	    0.1111
wistudt2bcd	MB176	      0.0111	      0.0194	    0.1429
wistudt2bcd	MB177	      0.0556	      0.0830	    0.2143
wistudt2bcd	MB178	      0.0556	      0.3532	    0.3571
wistudt2bcd	MB179	      0.0435	      0.0476	    0.0556
wistudt2bcd	MB180	      0.0134	      0.0333	    0.8000
wistudt2bcd	MB181	      0.1667	      0.3333	    0.2308
wistudt2bcd	MB182	      0.0677	      0.3798	    0.7500
wistudt2bcd	MB183	      0.1475	      0.5071	    0.5000
wistudt2bcd	MB184	      0.1224	      0.4345	    0.3750
wistudt2bcd	MB185	      0.3333	      0.5854	    0.2222
wistudt2bcd	MB186	      0.1250	      0.3714	    0.1429
wistudt2bcd	MB187	      0.1111	      0.7674	    0.0769
wistudt2bcd	MB188	      0.2500	      0.4054	    0.1667
wistudt2bcd	MB189	      0.0000	      0.0000	    0.0000
wistudt2bcd	MB190	      0.0333	      0.6017	    0.0909
wistudt2bcd	MB191	      0.1064	      0.3518	    0.2941
wistudt2bcd	MB192	      0.1163	      0.2885	    0.5000
wistudt2bcd	MB193	      0.0667	      0.5440	    0.1111
wistudt2bcd	MB194	      0.0000	      0.0000	    0.0000
wistudt2bcd	MB195	      0.0382	      0.1863	    0.4000
wistudt2bcd	MB196	      0.1250	      0.6473	    0.1667
wistudt2bcd	MB197	      0.0952	      0.3436	    0.3750
wistudt2bcd	MB198	      0.0333	      0.2202	    0.0909
wistudt2bcd	MB199	      0.0240	      0.2779	    0.6000
wistudt2bcd	MB200	      0.0077	      0.0768	    0.0667
wistudt2bcd	MB201	      0.0444	      0.6087	    0.2857
wistudt2bcd	MB202	      0.1233	      0.4238	    0.6429
wistudt2bcd	MB203	      0.0238	      0.0241	    0.1111
wistudt2bcd	MB204	      0.1765	      0.4478	    1.0000
wistudt2bcd	MB205	      0.0278	      0.4602	    0.1818
wistudt2bcd	MB206	      0.0256	      0.0847	    0.5000
wistudt2bcd	MB207	      0.0909	      0.1902	    0.2353
wistudt2bcd	MB208	      0.0173	      0.3757	    0.2500
wistudt2bcd	MB209	      0.0054	      0.0760	    0.1053
wistudt2bcd	MB210	      0.1429	      0.3077	    0.0714
wistudt2bcd	MB211	      0.1250	      0.2368	    0.1176
wistudt2bcd	MB212	      0.0449	      0.0764	    0.4000
wistudt2bcd	MB213	      0.0476	      0.5379	    0.4000
wistudt2bcd	MB214	      0.1111	      0.3004	    0.5789
wistudt2bcd	MB215	      0.0081	      0.0241	    0.6000
wistudt2bcd	MB216	      0.0469	      0.1118	    0.3000
wistudt2bcd	MB217	      0.0351	      0.1265	    0.2000
wistudt2bcd	MB218	      0.0642	      0.4712	    0.5833
wistudt2bcd	MB219	      0.0000	      0.0000	    0.0000
wistudt2bcd	MB220	      0.0667	      0.0588	    0.2500
wistudt2bcd	MB221	      0.0311	      0.6017	    0.3846
wistudt2bcd	MB222	      0.0000	      0.0000	    0.0000
wistudt2bcd	MB223	      0.0000	      0.0000	    0.0000
wistudt2bcd	MB224	      0.0000	      0.0000	    0.0000
wistudt2bcd	MB225	      0.0455	      0.1029	    0.1429
wistudt2bcd	all  	      0.0698	      0.2596	    0.2746
